Time (Hour-Ending),Date,ERCOT.LOAD,ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",Wind 1-hr MW change,Wind 1-hr % change,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 05:00:00,Nov-17,43590,8362,35914,19.18,23.28,352,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 06:00:00,Nov-17,46189,8895,35914,19.26,24.77,533,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 07:00:00,Nov-17,49920,9834,35914,19.70,27.38,939,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 08:00:00,Nov-17,50879,10436,35914,20.51,29.06,603,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 09:00:00,Nov-17,49650,9646,35914,19.43,26.86,-790,-7.57,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 10:00:00,Nov-17,48275,8171,35914,16.93,22.75,-1475,-15.29,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 11:00:00,Nov-17,46403,9941,35914,21.42,27.68,1769,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 12:00:00,Nov-17,44752,9748,35914,21.78,27.14,-193,-1.94,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 13:00:00,Nov-17,43499,8990,35914,20.67,25.03,-758,-7.77,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 14:00:00,Nov-17,42643,8643,35914,20.27,24.07,-347,-3.86,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 15:00:00,Nov-17,42095,8066,35914,19.16,22.46,-577,-6.68,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 16:00:00,Nov-17,41973,7385,35914,17.59,20.56,-681,-8.44,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 17:00:00,Nov-17,42699,7007,35914,16.41,19.51,-377,-5.11,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 18:00:00,Nov-17,44728,6615,35914,14.79,18.42,-392,-5.60,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 19:00:00,Nov-17,46032,7344,35914,15.95,20.45,729,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 20:00:00,Nov-17,46199,8698,35914,18.83,24.22,1354,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 21:00:00,Nov-17,45895,10692,35914,23.30,29.77,1993,22.92,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 22:00:00,Nov-17,45125,12856,35914,28.49,35.80,2165,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 23:00:00,Nov-17,43511,14443,35914,33.19,40.22,1587,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 00:00:00,Nov-17,41863,15596,35914,37.25,43.43,1152,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 01:00:00,Nov-18,40766,16513,35914,40.51,45.98,917,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 02:00:00,Nov-18,40236,16380,35914,40.71,45.61,-133,-0.80,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 03:00:00,Nov-18,40038,15191,35914,37.94,42.30,-1189,-7.26,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 04:00:00,Nov-18,40349,14154,35914,35.08,39.41,-1037,-6.83,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 05:00:00,Nov-18,41492,13950,35914,33.62,38.84,-204,-1.44,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 06:00:00,Nov-18,43966,14046,35914,31.95,39.11,96,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 07:00:00,Nov-18,47535,14134,35914,29.73,39.35,88,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 08:00:00,Nov-18,48858,13569,35914,27.77,37.78,-565,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 09:00:00,Nov-18,48655,13177,35914,27.08,36.69,-392,-2.89,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 10:00:00,Nov-18,48091,13465,35914,28.00,37.49,288,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 11:00:00,Nov-18,47035,12526,35914,26.63,34.88,-939,-6.97,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 12:00:00,Nov-18,46138,11181,35914,24.23,31.13,-1344,-10.73,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 13:00:00,Nov-18,45157,10099,35914,22.36,28.12,-1082,-9.68,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 14:00:00,Nov-18,44860,9267,35914,20.66,25.80,-831,-8.23,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 15:00:00,Nov-18,44668,9900,35914,22.16,27.57,633,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 16:00:00,Nov-18,44794,10914,35914,24.36,30.39,1014,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 17:00:00,Nov-18,45559,11640,35914,25.55,32.41,726,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 18:00:00,Nov-18,47461,11752,35914,24.76,32.72,112,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 19:00:00,Nov-18,47921,10725,35914,22.38,29.86,-1027,-8.74,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 20:00:00,Nov-18,47659,9769,35914,20.50,27.20,-956,-8.92,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 21:00:00,Nov-18,47351,9247,35914,19.53,25.75,-522,-5.34,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 22:00:00,Nov-18,46549,8477,35914,18.21,23.60,-770,-8.33,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 23:00:00,Nov-18,45141,8258,35914,18.29,22.99,-219,-2.58,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 00:00:00,Nov-18,43652,8120,35914,18.60,22.61,-138,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 01:00:00,Nov-19,42557,8179,35914,19.22,22.77,59,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 02:00:00,Nov-19,42032,8231,35914,19.58,22.92,52,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 03:00:00,Nov-19,42065,8159,35914,19.40,22.72,-72,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 04:00:00,Nov-19,42360,7994,35914,18.87,22.26,-164,-2.02,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 05:00:00,Nov-19,43045,8043,35914,18.69,22.40,49,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 06:00:00,Nov-19,44207,8012,35914,18.12,22.31,-31,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 07:00:00,Nov-19,45679,8133,35914,17.81,22.65,121,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 08:00:00,Nov-19,47558,8194,35914,17.23,22.81,60,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 09:00:00,Nov-19,49454,7886,35914,15.95,21.96,-308,-3.76,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 10:00:00,Nov-19,50948,8547,35914,16.78,23.80,661,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 11:00:00,Nov-19,51590,9060,35914,17.56,25.23,512,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 12:00:00,Nov-19,51687,9362,35914,18.11,26.07,303,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 13:00:00,Nov-19,51266,9852,35914,19.22,27.43,490,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 14:00:00,Nov-19,50567,9144,35914,18.08,25.46,-708,-7.19,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 15:00:00,Nov-19,49681,8582,35914,17.28,23.90,-562,-6.14,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 16:00:00,Nov-19,49360,7847,35914,15.90,21.85,-736,-8.57,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 17:00:00,Nov-19,49664,6879,35914,13.85,19.16,-967,-12.33,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 18:00:00,Nov-19,51329,6083,35914,11.85,16.94,-797,-11.58,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 19:00:00,Nov-19,52109,5818,35914,11.17,16.20,-264,-4.34,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 20:00:00,Nov-19,51916,5746,35914,11.07,16.00,-73,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 21:00:00,Nov-19,51493,5781,35914,11.23,16.10,36,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 22:00:00,Nov-19,50633,5707,35914,11.27,15.89,-74,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 23:00:00,Nov-19,49371,5590,35914,11.32,15.56,-117,-2.05,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 00:00:00,Nov-19,48005,5778,35914,12.04,16.09,188,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 01:00:00,Nov-20,46939,5718,35914,12.18,15.92,-60,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 02:00:00,Nov-20,46559,5948,35914,12.77,16.56,229,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 03:00:00,Nov-20,46288,6151,35914,13.29,17.13,203,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 04:00:00,Nov-20,46439,6011,35914,12.94,16.74,-140,-2.28,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 05:00:00,Nov-20,46970,5963,35914,12.69,16.60,-48,-0.80,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 06:00:00,Nov-20,48229,5620,35914,11.65,15.65,-343,-5.75,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 07:00:00,Nov-20,49682,5408,35914,10.89,15.06,-212,-3.76,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 08:00:00,Nov-20,50843,5564,35914,10.94,15.49,156,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 09:00:00,Nov-20,50942,5535,35914,10.86,15.41,-29,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 10:00:00,Nov-20,50249,5097,35914,10.14,14.19,-438,-7.91,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 11:00:00,Nov-20,48803,6010,35914,12.32,16.73,913,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 12:00:00,Nov-20,47377,6582,35914,13.89,18.33,572,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 13:00:00,Nov-20,46332,5938,35914,12.82,16.53,-644,-9.78,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 14:00:00,Nov-20,45707,5747,35914,12.57,16.00,-191,-3.22,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 15:00:00,Nov-20,45578,5517,35914,12.10,15.36,-230,-4.01,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 16:00:00,Nov-20,45582,5493,35914,12.05,15.30,-24,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 17:00:00,Nov-20,46321,5551,35914,11.98,15.46,58,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 18:00:00,Nov-20,47791,5896,35914,12.34,16.42,345,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 19:00:00,Nov-20,48835,7425,35914,15.20,20.67,1529,25.92,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 20:00:00,Nov-20,48809,8916,35914,18.27,24.83,1491,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 21:00:00,Nov-20,48376,9175,35914,18.97,25.55,259,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:00:00,Nov-20,47324,9264,35914,19.58,25.80,90,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:00:00,Nov-20,45733,9547,35914,20.88,26.58,283,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 00:00:00,Nov-20,44111,10064,35914,22.81,28.02,517,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 01:00:00,Nov-21,42979,10001,35914,23.27,27.85,-63,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 02:00:00,Nov-21,42600,10068,35914,23.63,28.03,68,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 03:00:00,Nov-21,42244,9458,35914,22.39,26.34,-610,-6.06,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 04:00:00,Nov-21,42463,8572,35914,20.19,23.87,-887,-9.38,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 05:00:00,Nov-21,43466,7961,35914,18.31,22.17,-611,-7.13,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 06:00:00,Nov-21,45357,7389,35914,16.29,20.57,-572,-7.19,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 07:00:00,Nov-21,47922,6671,35914,13.92,18.57,-718,-9.71,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 08:00:00,Nov-21,49885,6031,35914,12.09,16.79,-640,-9.60,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 09:00:00,Nov-21,50698,5525,35914,10.90,15.38,-506,-8.38,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 10:00:00,Nov-21,51169,4662,35914,9.11,12.98,-863,-15.62,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 11:00:00,Nov-21,51204,4034,35914,7.88,11.23,-628,-13.46,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 12:00:00,Nov-21,50882,3937,35914,7.74,10.96,-98,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 13:00:00,Nov-21,50134,4310,35914,8.60,12.00,374,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 14:00:00,Nov-21,49623,4601,35914,9.27,12.81,291,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 15:00:00,Nov-21,49188,4731,35914,9.62,13.17,129,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 16:00:00,Nov-21,48851,4694,35914,9.61,13.07,-37,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 17:00:00,Nov-21,49088,4703,35914,9.58,13.10,9,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 18:00:00,Nov-21,50495,5679,35914,11.25,15.81,976,20.74,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 19:00:00,Nov-21,51244,7519,35914,14.67,20.94,1841,32.41,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 20:00:00,Nov-21,50702,9560,35914,18.86,26.62,2041,27.14,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 21:00:00,Nov-21,50280,10811,35914,21.50,30.10,1251,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 22:00:00,Nov-21,49074,11904,35914,24.26,33.15,1094,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 23:00:00,Nov-21,46875,12159,35914,25.94,33.86,255,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 00:00:00,Nov-21,44875,11788,35914,26.27,32.82,-372,-3.06,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 01:00:00,Nov-22,43603,11310,35914,25.94,31.49,-478,-4.05,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 02:00:00,Nov-22,42812,10112,35914,23.62,28.16,-1198,-10.59,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 03:00:00,Nov-22,42387,9545,35914,22.52,26.58,-567,-5.60,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 04:00:00,Nov-22,42111,9190,35914,21.82,25.59,-355,-3.72,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 05:00:00,Nov-22,42833,8671,35914,20.24,24.14,-519,-5.65,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 06:00:00,Nov-22,44435,8484,35914,19.09,23.62,-187,-2.16,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 07:00:00,Nov-22,46844,7870,35914,16.80,21.91,-614,-7.24,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 08:00:00,Nov-22,48443,8030,35914,16.58,22.36,161,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 09:00:00,Nov-22,48843,7563,35914,15.48,21.06,-467,-5.82,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 10:00:00,Nov-22,48615,5185,35914,10.67,14.44,-2378,-31.44,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 11:00:00,Nov-22,47874,4460,35914,9.32,12.42,-726,-13.99,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 12:00:00,Nov-22,46618,5060,35914,10.85,14.09,600,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 13:00:00,Nov-22,45459,5531,35914,12.17,15.40,471,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 14:00:00,Nov-22,44726,5620,35914,12.57,15.65,90,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 15:00:00,Nov-22,44187,6187,35914,14.00,17.23,567,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 16:00:00,Nov-22,43801,6521,35914,14.89,18.16,334,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 17:00:00,Nov-22,43782,6564,35914,14.99,18.28,43,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 18:00:00,Nov-22,45152,6999,35914,15.50,19.49,435,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 19:00:00,Nov-22,46083,9114,35914,19.78,25.38,2115,30.22,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 20:00:00,Nov-22,46032,11547,35914,25.08,32.15,2433,26.69,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 21:00:00,Nov-22,45673,12772,35914,27.96,35.56,1225,10.61,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 22:00:00,Nov-22,44724,13102,35914,29.30,36.48,330,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2022 23:00:00,Nov-22,43052,12516,35914,29.07,34.85,-586,-4.47,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 00:00:00,Nov-22,41381,11569,35914,27.96,32.21,-947,-7.57,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 01:00:00,Nov-23,39829,11424,35914,28.68,31.81,-145,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 02:00:00,Nov-23,38918,10533,35914,27.06,29.33,-891,-7.80,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 03:00:00,Nov-23,38263,8908,35914,23.28,24.80,-1625,-15.42,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 04:00:00,Nov-23,38052,7726,35914,20.30,21.51,-1182,-13.27,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 05:00:00,Nov-23,38771,7345,35914,18.94,20.45,-381,-4.94,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 06:00:00,Nov-23,40278,7758,35914,19.26,21.60,414,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 07:00:00,Nov-23,42378,7838,35914,18.50,21.83,80,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 08:00:00,Nov-23,43509,7796,35914,17.92,21.71,-43,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 09:00:00,Nov-23,43991,7498,35914,17.04,20.88,-298,-3.82,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 10:00:00,Nov-23,44379,7140,35914,16.09,19.88,-358,-4.77,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 11:00:00,Nov-23,44309,7705,35914,17.39,21.45,565,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 12:00:00,Nov-23,44212,9111,35914,20.61,25.37,1406,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 13:00:00,Nov-23,43736,9917,35914,22.68,27.61,806,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 14:00:00,Nov-23,43409,10276,35914,23.67,28.61,359,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 15:00:00,Nov-23,43247,10543,35914,24.38,29.36,267,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 16:00:00,Nov-23,42965,10900,35914,25.37,30.35,356,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 17:00:00,Nov-23,43123,11571,35914,26.83,32.22,671,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 18:00:00,Nov-23,43888,12493,35914,28.47,34.79,922,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 19:00:00,Nov-23,44337,14250,35914,32.14,39.68,1757,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 20:00:00,Nov-23,43940,15917,35914,36.22,44.32,1667,11.70,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 21:00:00,Nov-23,43351,17329,35914,39.97,48.25,1412,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 22:00:00,Nov-23,42528,17483,35914,41.11,48.68,154,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2022 23:00:00,Nov-23,40811,16744,35914,41.03,46.62,-739,-4.23,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 00:00:00,Nov-23,38893,15530,35914,39.93,43.24,-1214,-7.25,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 01:00:00,Nov-24,37016,14082,35914,38.04,39.21,-1448,-9.33,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 02:00:00,Nov-24,35909,12397,35914,34.52,34.52,-1685,-11.97,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 03:00:00,Nov-24,35022,11605,35914,33.14,32.31,-792,-6.39,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 04:00:00,Nov-24,34325,10523,35914,30.66,29.30,-1083,-9.33,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 05:00:00,Nov-24,34367,9422,35914,27.42,26.24,-1100,-10.45,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 06:00:00,Nov-24,35091,8411,35914,23.97,23.42,-1011,-10.73,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 07:00:00,Nov-24,36282,7541,35914,20.78,21.00,-870,-10.35,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 08:00:00,Nov-24,37163,6450,35914,17.36,17.96,-1091,-14.47,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 09:00:00,Nov-24,38837,5943,35914,15.30,16.55,-508,-7.87,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 10:00:00,Nov-24,40922,5912,35914,14.45,16.46,-31,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 11:00:00,Nov-24,42267,6497,35914,15.37,18.09,584,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 12:00:00,Nov-24,43128,8116,35914,18.82,22.60,1620,24.93,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 13:00:00,Nov-24,43215,10635,35914,24.61,29.61,2518,31.03,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 14:00:00,Nov-24,42567,12819,35914,30.11,35.69,2184,20.54,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 15:00:00,Nov-24,41755,14459,35914,34.63,40.26,1640,12.80,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 16:00:00,Nov-24,40768,15371,35914,37.70,42.80,912,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 17:00:00,Nov-24,40030,16304,35914,40.73,45.40,933,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 18:00:00,Nov-24,40248,15691,35914,38.99,43.69,-613,-3.76,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 19:00:00,Nov-24,40144,16633,35914,41.43,46.31,941,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 20:00:00,Nov-24,39656,17476,35914,44.07,48.66,844,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 21:00:00,Nov-24,39246,18019,35914,45.91,50.17,542,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 22:00:00,Nov-24,38659,18702,35914,48.38,52.08,684,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2022 23:00:00,Nov-24,37621,19213,35914,51.07,53.50,510,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 00:00:00,Nov-24,36442,19212,35914,52.72,53.50,-1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 01:00:00,Nov-25,35307,19163,35914,54.28,53.36,-49,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 02:00:00,Nov-25,34570,19641,35914,56.81,54.69,478,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 03:00:00,Nov-25,34080,19296,35914,56.62,53.73,-345,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 04:00:00,Nov-25,34018,19222,35914,56.51,53.52,-74,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 05:00:00,Nov-25,34331,18916,35914,55.10,52.67,-306,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 06:00:00,Nov-25,35229,19181,35914,54.45,53.41,265,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 07:00:00,Nov-25,36445,18855,35914,51.73,52.50,-326,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 08:00:00,Nov-25,37559,18617,35914,49.57,51.84,-238,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 09:00:00,Nov-25,38956,18766,35914,48.17,52.25,150,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 10:00:00,Nov-25,40336,17683,35914,43.84,49.24,-1083,-5.77,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 11:00:00,Nov-25,41367,17927,35914,43.34,49.92,244,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2022 12:00:00,Nov-25,41797,18874,35914,45.16,52.55,947,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,
